OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-SP3499-B,CARTER RESERVOIR - BOTTOM,Reservoir,CPW site for WQCD arsenic and selenium speciation study,10190006,,,,,40.3333970000,-105.2185580000,,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,08,069,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-SP3499-T,CARTER RESERVOIR - TOP,Reservoir,CPW site for WQCD arsenic and selenium speciation study,10190006,,,,,40.3333970000,-105.2185580000,,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,08,069,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-SPR001,SOUTH PLATTE RIVER AT 104TH AVE,River/Stream,,10190003,,,,,39.8848540000,-104.9021270000,,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,08,001,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TIN_AVONDALE_EFF,AVONDALE WSD EFFLUENT,Facility Municipal Sewage (POTW),Southeast corner of the facility,11020005,,,,,38.2409580000,-104.3369380000,,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,08,101,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TIN_AVONDALE_INF,AVONDALE WSD INFLUENT,Facility Municipal Sewage (POTW),South of lagoon cell #1,11020005,,,,,38.2408200000,-104.3365420000,,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,08,101,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TIN_AVONDALE_LAGCELL1,AVONDALE WSD LAGOON CELL #1,Facility Municipal Sewage (POTW),Northwest corner of lagoon cell #1,11020005,,,,,38.2420440000,-104.3357690000,,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,08,101,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TIN_AVONDALE_LAGCELL2,AVONDALE WSD LAGOON CELL #2,Facility Municipal Sewage (POTW),Northeast corner of lagoon cell #2,11020005,,,,,38.2403830000,-104.3347440000,,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,08,101,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TIN_AVONDALE_LAGCELL3,AVONDALE WSD LAGOON CELL #3,Facility Municipal Sewage (POTW),Southeast corner of lagoon cell #3,11020005,,,,,38.2410940000,-104.3345750000,,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,08,101,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TIN_AVONDALE_WET,AVONDALE WSD END OF WETLAND,Facility Municipal Sewage (POTW),Piped to effluent point with chlorine turned off,11020005,,,,,38.2401036000,-104.3368940000,,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,08,101,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TIN_SAGUACHE_EFF,SAGUACHE WTF LAGOON EFFLUENT,Facility Municipal Sewage (POTW),Outfall,13010004,,,,,38.0893250000,-106.1113556000,,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,08,109,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TIN_SAGUACHE_INF,SAGUACHE WTF INFLUENT,Facility Municipal Sewage (POTW),Southwest corner of lagoon cell #1,13010004,,,,,38.0877917000,-106.1134889000,,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,08,109,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TIN_SAGUACHE_LAGCELL1,SAGUACHE WTF LAGOON CELL #1,Facility Municipal Sewage (POTW),Southeast corner of lagoon cell #1,13010004,,,,,38.0878056000,-106.1112778000,,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,08,109,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TIN_SAGUACHE_LAGCELL2,SAGUACHE WTF LAGOON CELL #2,Facility Municipal Sewage (POTW),North of lagoon cell #2,13010004,,,,,38.0886944000,-106.1105806000,,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,08,109,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TIN_SAGUACHE_LAGCELL3,SAGUACHE WTF LAGOON CELL #3,Facility Municipal Sewage (POTW),Northwest corner of lagoon cell #3,13010004,,,,,38.0889444000,-106.1113278000,,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,08,109,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-USGS 400855105090501,DRY CREEK BLW AIRPORT RD NR LONGMONT CO,River/Stream,,10190005,,,,,40.1482000000,-105.1525400000,,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,08,013,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-USGS 403035105035301,"MAIL CREEK NR MOUTH AT FORT COLLINS, CO",River/Stream,,10190007,,,,,40.5097200000,-105.0647200000,,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,08,069,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-WR0567,WHITE RIVER #3 - ABV CO RD 127,River/Stream,CPW site for WQCD arsenic and selenium speciation study,14050005,,,,,40.0126130000,-108.0919880000,,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,08,103,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-YP0953,"YAMPA RIVER #5, 175 M ABV CO RD 18D ON SARVIS SWA (RMI 221.0)",River/Stream,CPW site for WQCD arsenic and selenium speciation study,14050001,,,,,40.2964290000,-106.8066440000,,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,08,107,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1,S Fk Purgatoire - S. Fk. of Purg @ Firestation,River/Stream,,11020010,,,,,37.1271290000,-104.8513710000,160000,,,Interpolation-Map,NAD83,6878,ft,,,Topographic Map Interpolation,SEALV,US,08,071,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-103,Animas - 13th St Br,River/Stream,"From Greene Street (also State Hwy 110) within the town Silverton, turn southeast onto 14th St and proceed to second bridge.",14080104,,,,,37.8110000000,-107.6589000000,160000,,,Interpolation-Map,NAD83,9306,ft,,,Topographic Map Interpolation,SEALV,US,08,111,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-104,Mineral Cr - Abv Conf Animas,River/Stream,"Traveling on Hwy 550 north descending down the last switch back and hill towards Silverton, take the first right off of 550 onto dirt road about 1/4 mile before 550 and State Hwy 110 split and just before the 550 Hwy Br over Mineral Creek--proceed about 1/10 mile to gauge on Mineral Cr look to your left.",14080104,,,,,37.8029158400,-107.6727689000,160000,,,Interpolation-Map,NAD83,9240,ft,,,Topographic Map Interpolation,SEALV,US,08,111,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-108,Los Pinos - Eagle Park,River/Stream,,14080101,,,,,37.2238000000,-107.6054000000,160000,,,Interpolation-Map,NAD83,6866,ft,,,Topographic Map Interpolation,SEALV,US,08,067,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-110,Los Pinos - 5 Branches,River/Stream,"From the town of Bayfield, travel approx 14 mi north on Vallecito Rd (county Rd 501) to FR 603.  Turn right and follow 603 about 5 mi to bridge over Los Pinos River.",14080101,,,,,37.4069000000,-107.5296000000,160000,,,Interpolation-Map,NAD83,7678,ft,,,Topographic Map Interpolation,SEALV,US,08,067,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-113,Los Pinos - Bridge at 151,River/Stream,"From junction of state hwys 151 & 172 in town of Ignacio, travel approx 1/4 mi east on 151 to bridge over Los Pinos River.",14080101,,,,,37.1150824900,-107.6289938000,160000,,,Interpolation-Map,NAD83,6445,ft,,,Topographic Map Interpolation,SEALV,US,08,067,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-123,Gamble G - Gamble G,River/Stream,"From town of Rollinsville, travel approx 0.6 mi south on state hwy 119 to county Rd 15.  Turn right, continue 1/4 mi, and park (just before road forks).  Station is on Gamble Gulch, about 50 ft south of road.",10190005,,,,,39.9075632100,-105.5013403000,160000,,,Interpolation-Map,NAD83,8480,ft,,,Topographic Map Interpolation,SEALV,US,08,047,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-125,Slate - Cemetery,River/Stream,"From the town of Crested Butte, travel north approx 3/4 mi on Gothic Rd to bridge over Slate River, just before cemetery.",14020001,,,,,38.8767880800,-106.9763464000,160000,,,Interpolation-Map,NAD83,8840,ft,,,Topographic Map Interpolation,SEALV,US,08,051,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-126,Gunnison - Below Almont,River/Stream,"From the town of Almont, travel south about 3/4 mi on state hwy 135 to Almont Campground.  Station is on Gunnison River, east side of campground.",14020002,,,,,38.6562063900,-106.8544326000,160000,,,Interpolation-Map,NAD83,7970,ft,,,Topographic Map Interpolation,SEALV,US,08,051,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-127,Taylor - Almont,River/Stream,"From state hwy 135 in the town of Almont, take Taylor Canyon Rd east to first bridge",14020001,,,,,38.6646207300,-106.8454322000,160000,,,Interpolation-Map,NAD83,8000,ft,,,Topographic Map Interpolation,SEALV,US,08,051,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-128,East - Above Almont,River/Stream,State hwy 135 bridge over East River in town of Almont.,14020001,,,,,38.6639735900,-106.8476108000,160000,,,Interpolation-Map,NAD83,8000,ft,,,Topographic Map Interpolation,SEALV,US,08,051,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-129,Rio Grande - Deep Cr Br,River/Stream,"From town of Creede, travel approx 1 mi on northbound state hwy 149 to county Rd 806 (Deep Cr Rd).  Follow 806 about 0.9 mi south to bridge over Rio Grande.",13010001,,,,,37.8168821200,-106.9147164000,160000,,,Interpolation-Map,NAD83,8580,ft,,,Topographic Map Interpolation,SEALV,US,08,079,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-133,Rio Grande - State Br,River/Stream,"From the town of Del Norte, take US Hwy 160 west approx 5.5 mi, turn right onto Hanna Lane (Rd 17).  Continue 3/4 mi to bridge over Rio Grande.",13010001,,,,,37.6887969500,-106.4598929000,160000,,,Interpolation-Map,NAD83,7980,ft,,,Topographic Map Interpolation,SEALV,US,08,105,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-134,Rio Grande - 112 Br,River/Stream,"From junction of US Hwy 160 & state hwy 112 in the town of Del Norte, travel north on 112 approx 1/2 mi to bridge over Rio Grande.",13010002,,,,,37.6852490000,-106.3507485000,160000,,,Interpolation-Map,NAD83,7870,ft,,,Topographic Map Interpolation,SEALV,US,08,105,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-137,Rio Grande - Gun,River/Stream,"From junction of US Hwys 160 & 285 in the town Monte Vista, travel 2 mi north on 285 to bridge over Rio Grande.",13010002,,,,,37.6093587400,-106.1493552000,160000,,,Interpolation-Map,NAD83,7655,ft,,,Topographic Map Interpolation,SEALV,US,08,105,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-176,Uncompahgre - Confluence Park,River/Stream,"From the town of Delta, travel N on Hwy 50 to the street that goes to Confluence Pk on the N end of town past the City Market lot, once in the Park, walk to the Conf of Unc and Gunn, sample Unc abv",14020006,,,,,38.7540868000,-108.0883242000,160000,,,Interpolation-Map,NAD83,4915,ft,,,Topographic Map Interpolation,SEALV,US,08,029,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-177,Rio Grande - WW-A Two,River/Stream,"N side of bridge of W Willow Cr, up from the conf with E Willow Cr.  Close to the old Willow Creek Sampling location WW-A.",13010001,,,,,37.8647000000,-106.9256000000,160000,,,Interpolation-Map,NAD83,8960,ft,,,Topographic Map Interpolation,SEALV,US,08,079,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-18,Clear Cr - Above Gravel Pit,River/Stream,,10190004,,,,,39.7416380000,-105.4308910000,160000,,,Interpolation-Map,NAD83,7193,ft,,,Topographic Map Interpolation,SEALV,US,08,019,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-181,S Platte - Atwood Br,River/Stream,"From the town of Atwood, travel approx 1/4 mi south on state hwy 63 to bridge over S Platte.",10190012,,,,,40.5393333600,-103.2673600000,160000,,,Interpolation-Map,NAD83,3980,ft,,,Topographic Map Interpolation,SEALV,US,08,075,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-197,Ten Mile Cr - Bridge Blw Main St,River/Stream,"Exit I-70 onto Main street, Frisco. Left on Forest Drive, park in lot on left, walk to bridge over Tenmile Creek. Sample here.",14010002,,,,,39.5746100000,-106.1107500000,160000,,,Interpolation-Map,NAD83,9118,ft,,,Topographic Map Interpolation,SEALV,US,08,117,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-202,Mitchell Cr - Gregory Park,River/Stream,,14010005,,,,,39.5632000000,-107.3675000000,160000,,,Interpolation-Map,NAD83,5800,ft,,,Topographic Map Interpolation,SEALV,US,08,045,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-209,S Platte - Bridge St,River/Stream,"From west side of the city Brighton, travel west on state hwy 7 (E 160th Ave) 1/2 mi to Veteran's Park.  From Veteran's Park, walk west on path to river, then continue south approx 200 yds (passing under and beyond bridge) to site.",10190003,,,,,39.9863438500,-104.8322142000,160000,,,Interpolation-Map,NAD83,4955,ft,,,Topographic Map Interpolation,SEALV,US,08,001,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-216,S Platte - Bowles Ave Br,River/Stream,"From intersection of US Hwy 85 & state hwy 75 in the city of Littleton, travel approx 1/4 mi west on 75 to bridge over S Platte.",10190002,,,,,39.6131374500,-105.0252215000,160000,,,Interpolation-Map,NAD83,5310,ft,,,Topographic Map Interpolation,SEALV,US,08,005,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-222,Clear Cr - Clear Cr Canyon Park,River/Stream,"From station 221 travel 1/2 mile upstream, sample below flow return.",10190004,,,,,39.7532480000,-105.2401530000,160000,,,Interpolation-Map,NAD83,5730,ft,,,Topographic Map Interpolation,SEALV,US,08,059,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-236,S Platte - Waterton Canyon,River/Stream,From C-470 and Wadsworth. Take Wadsworth (C-121) South past Chatfield State Park. Turn left on Waterton Canyon Rd and go past Kassler Water Treatment plant.  Site is on West side of Bridge going over South Platte just past treatment plant.,10190002,,,,,39.4882717000,-105.0927512000,160000,,,Interpolation-Map,NAD83,6500,ft,,,Topographic Map Interpolation,SEALV,US,08,035,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-246,Lake Fork - San Juan Dr Br,River/Stream,"Driving Directions: Head north on hwy 149 out of Lake City, take a right on dirt road across from Toy Wash into San Juan Ranch Estates. Park at the bridge, sample on bank downstream of bridge.",14020002,,,,,38.0425440000,-107.3024020000,160000,,,Interpolation-Map,NAD83,8607,ft,,,Topographic Map Interpolation,SEALV,US,08,053,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-261,Gunnison - Austin Br,River/Stream,"From town of Delta, travel 2.4 mi east on state hwy 92 to bridge over Gunnison River.- moved 0.2 miles downstream near town of Austin at bridge over 2200 Road, collect SE side of bridge",14020005,,,,,38.7729500000,-107.9524200000,160000,,,Interpolation-Map,NAD83,4085,ft,,,Topographic Map Interpolation,SEALV,US,08,029,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-269,N Fk Gunnison - At Hwy 92  Br,River/Stream,"From state hwy 92 within the town of Hotchkiss, turn south on B Street and proceed approx 1/2 mi to bridge.",14020004,,,,,38.7920000000,-107.7262800000,160000,,,Interpolation-Map,NAD83,5302,ft,,,Topographic Map Interpolation,SEALV,US,08,029,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-27,Arkansas - Otero Pump Sta,River/Stream,"From the town of Buena Vista travel north on US Hwy 24 approx 8 mi.  Turn east on CR 371 (Look for the Otero Pump Station sign) to bridge over Arkansas River; sample on east side of the river, just upstream from bridge.",11020001,,,,,38.9609416400,-106.1992057000,160000,,,Interpolation-Map,NAD83,8440,ft,,,Topographic Map Interpolation,SEALV,US,08,015,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-274,James Cr - Above Left Hand Creek,River/Stream,"From city of Boulder, go north 4.6 mi on US Hwy 36 to Left Hand Canyon Rd; turn west and continue 5.2 miles to James Cr/Left Hand Cr confluence.  Sample James Cr east of bridge, just before mouth.",10190005,,,,,40.1021317100,-105.3420644000,160000,,,Interpolation-Map,NAD83,6350,ft,,,Topographic Map Interpolation,SEALV,US,08,013,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-28,Arkansas - Johnsons Village,River/Stream,"From junction of US Hwys 24 & 285 south of Buena Vista, travel east approx 1 mi to bridge over Arkansas River.  Station is about 25 yards north of bridge on west bank.",11020001,,,,,38.8131663600,-106.1043630000,160000,,,Interpolation-Map,NAD83,7800,ft,,,Topographic Map Interpolation,SEALV,US,08,015,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-280,S Platte - Below Bear Cr,River/Stream,,10190002,,,,,39.6514000000,-105.0079000000,160000,,,Interpolation-Map,NAD83,5260,ft,,,Topographic Map Interpolation,SEALV,US,08,005,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-292,Castle Cr - Castle Cr,River/Stream,"Take Hwy 82 from Glenwood Spgs to Aspen (approx. 50 miles) Take Castle Creek exit, 2nd route in round-a-bout. Take Castle Creek Rd up about 1/4 mile. Turn left at Music School Rd.  Follow road (like a driveway) over the bridge.",14010004,,,,,39.1914295900,-106.8344403000,160000,,,Interpolation-Map,NAD83,8600,ft,,,Topographic Map Interpolation,SEALV,US,08,097,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-3,Rio Grande - Old Hatchery,River/Stream,,13010001,,,,,37.8220000000,-106.9078000000,160000,,,Interpolation-Map,NAD83,8566,ft,,,Topographic Map Interpolation,SEALV,US,08,079,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-3014,Willow Cr - W-C,River/Stream,,13010001,,,,,37.8540360000,-106.9270200000,160000,,,Interpolation-Map,NAD83,8842,ft,,,Topographic Map Interpolation,SEALV,US,08,079,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-3020,E Willow Cr - WW-A,River/Stream,,13010001,,,,,37.8624000000,-106.9257000000,160000,,,Interpolation-Map,NAD83,8922,ft,,,Topographic Map Interpolation,SEALV,US,08,079,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-3027,W Willow Cr - WW-H,River/Stream,,13010001,,,,,37.8728000000,-106.9278000000,160000,,,Interpolation-Map,NAD83,9354,ft,,,Topographic Map Interpolation,SEALV,US,08,079,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-3033,W Willow Cr - WW-M,River/Stream,,13010001,,,,,37.9071000000,-106.9554000000,160000,,,Interpolation-Map,NAD83,10540,ft,,,Topographic Map Interpolation,SEALV,US,08,079,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-3074,Rio Grande - RG4,River/Stream,,13010001,,,,,37.8219000000,-106.8897000000,160000,,,Interpolation-Map,NAD83,8537,ft,,,Topographic Map Interpolation,SEALV,US,08,079,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-3188,Red Mtn Cr - Abv Uncompahgre Conf on Red Mtn Cr,River/Stream,"Travel South on Hwy 550 to Silverton, after pass CR17 to Mineral Cr (4WD) and the Unc R, travel to first switch back, pull out on left has grave tomb of Hwy worker, sample on other side of road, pull over, Red Mtn Cr",14020006,,,,,37.9677000000,-107.6604000000,160000,,,Interpolation-Map,NAD83,9600,ft,,,Topographic Map Interpolation,SEALV,US,08,091,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-323,Cement Cr - Cement Cr,River/Stream,"Traveling north on Greene St (also State Hwy 110) in Silverton turn left at the San Juan County Historical Society Museum (end of town just about), sample upstream of bridge.",14080104,,,,,37.8159000000,-107.6618000000,160000,,,Interpolation-Map,NAD83,9320,ft,,,Topographic Map Interpolation,SEALV,US,08,111,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-325,Bear Cr - Bear Canyon,River/Stream,"From I-25 and Hwy 24 in Colorado Springs, travel west on Hwy 24. Turn south (left) on 26th street to intersection of Gold Camp Road. Here 26th becomes Bear Creek Road. Continue on Bear Creek road to point where road ends. A paved road continues at an extreme left. This is Gold Camp Road. At this intersection follow gravel road south. This is High Drive. Park here. Walk approximately 100 yards up High Drive to trail head. You can see USGS station from here. Sample at gauging station.",11020003,,,,,38.8206320000,-104.8914580000,160000,,,Interpolation-Map,NAD83,6731,ft,,,Topographic Map Interpolation,SEALV,US,08,041,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-3258,Lincoln Cr - Blw Grizzly Res LC3,River/Stream,From the intersection of CO Hwy 82 and Lincoln Creek Rd (USFS Rd 102) go roughly 5.75 miles up Lincoln Creek Rd. There is a small clump of coniferous trees on the south side of the road where you can pull off. You can access the creek by heading about 100 meters SE down the hill. Roughly 250 feet downstream of the dam.,14010004,,,,,39.0817000000,-106.6179000000,160000,,,Interpolation-Map,NAD83,10475,ft,,,Topographic Map Interpolation,SEALV,US,08,097,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-326,Severy Cr - Severy,River/Stream,"Beginning at intersection I-25 and US Hwy 24 in Colorado Springs, Trave west on Hwy 24 to intersection of US Hwy 24 and Pikes Peak Hwy at Cascade.  This intersections has a traffic light.  Turn left on to the Pikes Peak Highway and travel approximately 1.5 miles to the toll gate.  From teh toll gate travel along the Pikes Peak Hwy for about one mile to a gate on the left labeled Severy Creek Road. This gate is locked and requires both permission and key to pass (check w/ DOW).",11020003,,,,,38.8973000000,-104.9892000000,160000,,,Interpolation-Map,NAD83,8377,ft,,,Topographic Map Interpolation,SEALV,US,08,041,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-3262,Lincoln Cr - Blw NY Cr LC1,River/Stream,From the intersection of CO Hwy 82 and Lincoln Creek Rd (USFS Rd 102) go roughly 1.7 miles up Lincoln Creek Rd. There is a pull out on the right that looks like a campsite but is not a camping area. Sample was collected at this location on Lincoln Creek.,14010004,,,,,39.1040000000,-106.6797000000,160000,,,Interpolation-Map,NAD83,9839,ft,,,Topographic Map Interpolation,SEALV,US,08,097,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-3267,Lincoln Cr - Blw Truro Cr Conf LC4,River/Stream,From Portal Campground (~0.45 miles from Grizzly Reservoir dam) continue up Lincoln Creek Rd (USFS Rd 102) for approximately 1.17 miles. There are camp sites on either side of the road that you can park at. The station is about 50-70 feet to the west.,14010004,,,,,39.0608400000,-106.6168300000,160000,,,Interpolation-Map,NAD83,10716,ft,,,Topographic Map Interpolation,SEALV,US,08,097,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-3268,Lincoln Cr - Below Ruby LC5,River/Stream,"From Portal Campground (~0.45 miles from Grizzly Reservoir dam) continue up Lincoln Creek Rd (USFS Rd 102) for approximately 3.37 miles. You will come to a split in the road, go right towards Anderson and Petroleum Lakes trailhead. Cross the stream and you will find parking for the trailhead. Park here and then head roughly 100 feet east down to the stream.",14010004,,,,,39.0297630000,-106.6161330000,160000,,,Interpolation-Map,NAD83,11246,ft,,,Topographic Map Interpolation,SEALV,US,08,097,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-3284,Eagle - Below Redcliff (1),River/Stream,,14010003,,,,,39.5086000000,-106.3749000000,160000,,,Interpolation-Map,NAD83,8580,ft,,,Topographic Map Interpolation,SEALV,US,08,037,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-3285,Eagle - Above Belden (1.9),River/Stream,,14010003,,,,,39.5223775700,-106.3957500000,160000,,,Interpolation-Map,NAD83,8390,ft,,,Topographic Map Interpolation,SEALV,US,08,037,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-3286,Eagle - At Belden (2),River/Stream,,14010003,,,,,39.5249269400,-106.3957894000,160000,,,Interpolation-Map,NAD83,8350,ft,,,Topographic Map Interpolation,SEALV,US,08,037,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-3287,Eagle - Bishop G (2.9),River/Stream,,14010003,,,,,39.5434000000,-106.4042000000,160000,,,Interpolation-Map,NAD83,8174,ft,,,Topographic Map Interpolation,SEALV,US,08,037,,,,,,,,,,STORET
